Vtrue_ktas,AMprs_inHG,AMtmp_degC,curnt___lb,alpha__deg
255.3736,19.85674,-4.84605,36903.51172,0.01143
255.33601,19.85674,-4.84606,36902.85938,0.01279
255.29842,19.85673,-4.84608,36902.20703,0.01344
255.2627,19.85673,-4.8461,36901.55469,0.01422
255.22717,19.85672,-4.84612,36900.89844,0.01515
255.19258,19.85671,-4.84613,36900.24609,0.016
255.1265,19.85671,-4.84615,36899.58984,0.01974
254.62114,19.85667,-4.84626,36899.11719,0.03309
254.09209,19.85666,-4.84627,36898.65625,0.03952
253.56499,19.85682,-4.84583,36898.20312,0.05647
253.04358,19.85715,-4.84493,36897.75391,0.07821
252.50159,19.85759,-4.84372,36897.32812,0.10304
251.95287,19.85807,-4.84238,36896.90234,0.12652
251.3996,19.85854,-4.84108,36896.48047,0.14673
250.84799,19.85896,-4.83992,36896.05469,0.16434
250.29439,19.85931,-4.83896,36895.63281,0.17976
249.74294,19.85958,-4.83821,36895.20703,0.1932
249.19312,19.85978,-4.83765,36894.99609,0.2065
248.64534,19.85993,-4.83723,36894.57031,0.21902
248.09955,19.86005,-4.8369,36894.14453,0.23229
247.55786,19.86015,-4.83664,36893.72266,0.24589
247.02232,19.86023,-4.8364,36893.29297,0.25993
246.49269,19.86031,-4.83618,36892.87109,0.27477
245.9657,19.86039,-4.83598,36892.44141,0.28965
245.44403,19.86046,-4.83578,36892.01562,0.30475
244.92757,19.86052,-4.8356,36891.59375,0.31982
244.4136,19.86058,-4.83544,36891.16797,0.33464
243.90733,19.86063,-4.83531,36890.74219,0.34965
243.40227,19.86067,-4.8352,36890.32031,0.36416
242.90205,19.8607,-4.83511,36889.89453,0.37875
242.4052,19.86072,-4.83504,36889.47266,0.39334
241.91299,19.86074,-4.835,36889.04297,0.40785
241.42758,19.86075,-4.83496,36888.61719,0.42198
240.94356,19.86076,-4.83494,36888.1875,0.43638
240.46448,19.86077,-4.83492,36887.76172,0.45099
239.98665,19.86077,-4.83492,36887.33984,0.46547
239.51437,19.86077,-4.83493,36886.91797,0.4799
239.04755,19.86076,-4.83494,36886.49219,0.49433
238.58359,19.86076,-4.83495,36886.06641,0.50863
238.12712,19.86075,-4.83497,36885.64453,0.52272
237.67273,19.86074,-4.83499,36885.21875,0.53704
237.22137,19.86073,-4.83503,36884.79297,0.55097
236.774,19.86071,-4.83507,36884.37109,0.56529
236.32997,19.8607,-4.83511,36883.94531,0.57941
235.88899,19.86068,-4.83516,36883.52344,0.59354
235.45447,19.86067,-4.8352,36883.09766,0.60719
235.02165,19.86065,-4.83525,36882.67578,0.62138
234.59129,19.86063,-4.8353,36882.25781,0.63541
234.16565,19.86061,-4.83535,36881.83203,0.64948
233.74377,19.86059,-4.83541,36881.40234,0.66306
233.32526,19.86057,-4.83547,36880.98047,0.67713
232.91048,19.86055,-4.83552,36880.55859,0.6906
232.49911,19.86053,-4.83558,36880.12891,0.70434
232.09378,19.86051,-4.83564,36879.69922,0.71809
231.69106,19.86049,-4.8357,36879.48438,0.73161
231.2914,19.86047,-4.83576,36879.05859,0.74501
230.89481,19.86044,-4.83582,36878.63281,0.75871
230.50313,19.86042,-4.83588,36878.20703,0.77183
230.11501,19.8604,-4.83595,36877.77734,0.78538
229.72801,19.86037,-4.83601,36877.35156,0.79874
229.34372,19.86035,-4.83608,36876.92188,0.81405
228.96336,19.86031,-4.83619,36876.49219,0.8274
228.58372,19.86026,-4.83632,36876.06641,0.83992
228.2088,19.86021,-4.83648,36875.64062,0.85238
227.83421,19.86015,-4.83664,36875.21484,0.86459
227.46808,19.86009,-4.83679,36874.78516,0.87726
227.10376,19.86004,-4.83693,36874.35547,0.89024
226.74205,19.86,-4.83705,36873.92578,0.90314
226.38365,19.85996,-4.83716,36873.50781,0.91641
226.02667,19.85992,-4.83726,36873.08203,0.92944
225.67401,19.85989,-4.83735,36872.66016,0.94256
225.3228,19.85986,-4.83743,36872.23828,0.95566
224.97638,19.85983,-4.8375,36871.8125,0.96844
224.63055,19.85981,-4.83758,36871.39062,0.98129
224.28955,19.85978,-4.83765,36870.96875,0.99403
223.95142,19.85976,-4.83772,36870.54688,1.00654
223.61525,19.85973,-4.83779,36870.125,1.01896
223.28197,19.85971,-4.83785,36869.70312,1.03175
222.95216,19.85968,-4.83792,36869.27734,1.04391
222.6241,19.85966,-4.83799,36868.85547,1.05653
222.30096,19.85964,-4.83805,36868.4375,1.06873
221.97835,19.85961,-4.83811,36868.01562,1.08102
221.65932,19.85959,-4.83818,36867.58984,1.09311
221.34238,19.85957,-4.83824,36867.16406,1.10557
221.03006,19.85954,-4.8383,36866.73438,1.11743
220.71985,19.85952,-4.83836,36866.3125,1.12962
220.41115,19.8595,-4.83842,36865.89453,1.1415
220.1042,19.85948,-4.83848,36865.47266,1.15375
219.80219,19.85946,-4.83854,36865.05078,1.16527
219.50137,19.85944,-4.83859,36864.62891,1.17748
219.20161,19.85942,-4.83865,36864.20312,1.18933
218.90738,19.8594,-4.8387,36863.78516,1.20101
218.61424,19.85938,-4.83875,36863.35938,1.21269
218.32196,19.85936,-4.83881,36862.9375,1.22451
218.0327,19.85934,-4.83886,36862.51562,1.23607
217.74527,19.85933,-4.83891,36862.09375,1.24787
217.46165,19.85931,-4.83896,36861.67188,1.25915
217.18091,19.85929,-4.839,36861.45703,1.27087
216.89815,19.85927,-4.83906,36861.03125,1.28204
216.62123,19.85925,-4.83911,36860.60938,1.2933
216.34677,19.85924,-4.83916,36860.17969,1.30488
216.07405,19.85922,-4.8392,36859.75,1.31609
215.80493,19.8592,-4.83926,36859.32422,1.32719
215.53745,19.85918,-4.8393,36858.89453,1.3381
215.26941,19.85917,-4.83936,36858.46875,1.34944
215.00519,19.85915,-4.8394,36858.04688,1.36047
214.74345,19.85913,-4.83945,36857.625,1.37139
214.48296,19.85911,-4.8395,36857.20312,1.38256
214.22523,19.85909,-4.83955,36856.77734,1.39364
213.96899,19.85908,-4.83959,36856.35156,1.40451
213.71605,19.85906,-4.83964,36855.92188,1.41493
213.46306,19.85905,-4.83968,36855.49609,1.42573
213.2139,19.85903,-4.83973,36855.07031,1.43639
212.966,19.85901,-4.83977,36854.64453,1.44734
212.72166,19.859,-4.83981,36854.21484,1.45761
212.47778,19.85898,-4.83986,36853.78906,1.46818
212.23671,19.85896,-4.8399,36853.36719,1.47867
211.99896,19.85895,-4.83995,36852.94141,1.48911
211.75961,19.85893,-4.84,36852.51953,1.49945
211.52284,19.85892,-4.84004,36852.09766,1.50967
211.28822,19.8589,-4.84009,36851.67578,1.52021
211.0569,19.85888,-4.84013,36851.24609,1.53024
210.8259,19.85887,-4.84017,36850.82422,1.54054
210.59683,19.85885,-4.84022,36850.39844,1.55065
210.36934,19.85884,-4.84026,36849.97656,1.56076
210.14378,19.85882,-4.8403,36849.55469,1.571
209.92122,19.85881,-4.84034,36849.12891,1.58087
209.69791,19.85879,-4.84038,36848.70703,1.59094
209.47829,19.85878,-4.84042,36848.28516,1.60077
209.2587,19.85876,-4.84047,36847.85938,1.61066
209.04243,19.85875,-4.84051,36847.65234,1.62046
208.82628,19.85873,-4.84055,36847.23047,1.63038
208.61478,19.85872,-4.84059,36846.80469,1.6399
208.40352,19.85871,-4.84063,36846.37891,1.64967
208.19234,19.85869,-4.84067,36845.95703,1.65933
207.98451,19.85868,-4.84071,36845.53516,1.66886
207.77977,19.85866,-4.84075,36845.11328,1.67835
207.57407,19.85864,-4.84079,36844.69141,1.6877
207.36993,19.85863,-4.84083,36844.26172,1.6974
207.17659,19.85862,-4.84087,36843.83984,1.70619
206.9734,19.8586,-4.8409,36843.41797,1.71576
206.77234,19.85859,-4.84094,36842.99219,1.72517
206.57361,19.85858,-4.84097,36842.57031,1.7346
206.37486,19.85857,-4.841,36842.14844,1.74381
206.17961,19.85856,-4.84104,36841.72656,1.75333
205.9857,19.85854,-4.84107,36841.30469,1.7625
205.79277,19.85853,-4.84111,36840.88672,1.77141
205.60062,19.85852,-4.84115,36840.46484,1.78051
205.41394,19.8585,-4.84119,36840.03906,1.78931
205.22626,19.85849,-4.84122,36839.61328,1.79845
205.0406,19.85848,-4.84126,36839.1875,1.80725
204.85724,19.85846,-4.8413,36838.76172,1.81603
204.67188,19.85845,-4.84133,36838.34375,1.82484
204.491,19.85844,-4.84137,36837.91797,1.83376
204.30736,19.85842,-4.84141,36837.49609,1.84267
204.12791,19.85841,-4.84144,36837.07422,1.85128
203.94919,19.8584,-4.84147,36836.65234,1.85996
203.77251,19.85839,-4.8415,36836.22266,1.86862
203.59752,19.85838,-4.84153,36835.79688,1.87755
203.42435,19.85837,-4.84157,36835.37109,1.88585
203.25221,19.85835,-4.8416,36834.94531,1.89444
203.08182,19.85834,-4.84164,36834.51953,1.90239
202.91132,19.85833,-4.84167,36834.09375,1.9108
202.74306,19.85831,-4.84171,36833.66797,1.91917
202.57536,19.8583,-4.84174,36833.24609,1.92765
202.40778,19.85829,-4.84177,36832.82422,1.9358
202.24248,19.85828,-4.84181,36832.61328,1.94407
202.07729,19.85827,-4.84184,36832.19141,1.95241
201.91728,19.85826,-4.84187,36831.76172,1.96045
201.75446,19.85824,-4.8419,36831.33984,1.96897
201.59459,19.85823,-4.84193,36830.91797,1.97688
201.43419,19.85822,-4.84196,36830.49609,1.98443
201.27467,19.85821,-4.84199,36830.07031,1.993
201.11827,19.8582,-4.84202,36829.64844,2.001
200.96587,19.85819,-4.84205,36829.22656,2.00837
200.81128,19.85818,-4.84208,36828.80078,2.01638
200.65733,19.85817,-4.84212,36828.37891,2.02407
200.50424,19.85815,-4.84215,36827.95703,2.03196
200.35031,19.85814,-4.84218,36827.53516,2.03969
200.20071,19.85813,-4.84221,36827.11328,2.04749
200.05263,19.85812,-4.84223,36826.6875,2.05506
199.90515,19.85811,-4.84226,36826.26172,2.06276
199.75581,19.8581,-4.84229,36825.83594,2.07051
199.61137,19.85809,-4.84232,36825.41406,2.07799
199.46622,19.85808,-4.84235,36824.98438,2.08529
199.32303,19.85807,-4.84238,36824.56641,2.09284
199.18085,19.85806,-4.84241,36824.14062,2.10018
199.03728,19.85805,-4.84244,36823.71875,2.10783
198.89729,19.85804,-4.84247,36823.29688,2.11516
198.75798,19.85803,-4.84249,36822.875,2.12215
198.62021,19.85802,-4.84252,36822.45312,2.12944
198.48438,19.85801,-4.84255,36822.03125,2.13654
198.34662,19.858,-4.84258,36821.60547,2.14385
198.21283,19.85799,-4.84261,36821.18359,2.15067
198.07788,19.85798,-4.84263,36820.76172,2.15796
197.94495,19.85797,-4.84266,36820.33984,2.16503
197.81429,19.85796,-4.84269,36820.12891,2.17205
197.68129,19.85795,-4.84272,36819.70703,2.17882
197.55182,19.85794,-4.84275,36819.28125,2.18611
197.42084,19.85793,-4.84278,36818.85938,2.1931
197.29196,19.85792,-4.8428,36818.4375,2.19984
197.08121,19.85791,-4.84282,36818.01953,2.21443
196.79347,19.85792,-4.84279,36817.63281,2.22689
196.49655,19.85799,-4.84259,36817.25391,2.24794
196.159,19.85813,-4.84222,36816.87891,2.27318
195.80609,19.85832,-4.8417,36816.51562,2.29911
195.45563,19.85854,-4.84107,36816.14844,2.32592
195.1069,19.85879,-4.8404,36815.78906,2.35138
194.75856,19.85902,-4.83976,36815.42578,2.37449
194.41158,19.85923,-4.83918,36815.06641,2.39622
194.0619,19.85941,-4.83869,36814.69922,2.41618
193.70871,19.85955,-4.83828,36814.33594,2.43545
193.36136,19.85967,-4.83795,36813.97656,2.45434
193.01337,19.85976,-4.8377,36813.61328,2.47289
192.66518,19.85984,-4.83749,36813.25391,2.49233
192.3195,19.8599,-4.83732,36812.88672,2.51127
191.9729,19.85995,-4.83717,36812.52344,2.53123
191.6286,19.86,-4.83704,36812.16406,2.55118
191.28862,19.86004,-4.83692,36811.80078,2.57135
190.94727,19.86008,-4.83682,36811.43359,2.59161
190.60915,19.86012,-4.83672,36811.07422,2.61191
190.27409,19.86015,-4.83663,36810.71094,2.63199
189.9381,19.86018,-4.83654,36810.35156,2.65234
189.60324,19.86021,-4.83647,36809.98828,2.67293
189.26843,19.86023,-4.8364,36809.625,2.69344
188.93741,19.86025,-4.83634,36809.26172,2.71404
188.60931,19.86027,-4.83629,36808.89844,2.73418
188.28128,19.86029,-4.83625,36808.53906,2.75449
187.95424,19.8603,-4.83622,36808.16797,2.77505
187.62741,19.86031,-4.83619,36807.98047,2.79544
264.19043,19.14391,-6.82906,36665.125,-0.1484
264.29172,19.14397,-6.82889,36664.73828,-0.15089
264.39127,19.14402,-6.82873,36663.95703,-0.15331
264.48996,19.14408,-6.82858,36663.18359,-0.15576
264.58496,19.14413,-6.82843,36662.40625,-0.15779
264.67468,19.14418,-6.8283,36661.64453,-0.16012
264.76553,19.14422,-6.82817,36660.875,-0.16218
264.85522,19.14427,-6.82805,36660.09375,-0.16431
264.94461,19.14431,-6.82793,36659.32422,-0.16644
265.03052,19.14435,-6.82783,36658.55469,-0.16827
265.11523,19.14438,-6.82773,36657.77344,-0.17041
265.19791,19.14441,-6.82764,36657.00391,-0.17238
265.27399,19.14444,-6.82756,36656.23438,-0.17441
265.354,19.14447,-6.82748,36655.45703,-0.17654
265.43073,19.1445,-6.8274,36654.68359,-0.17796
265.50522,19.14453,-6.82733,36653.91406,-0.17987
265.5791,19.14455,-6.82726,36653.13672,-0.18144
265.65176,19.14458,-6.82719,36652.36719,-0.1831
265.72293,19.1446,-6.82713,36651.59766,-0.1851
265.79575,19.14462,-6.82706,36650.82031,-0.18653
265.86301,19.14464,-6.82701,36650.05469,-0.18816
265.93011,19.14466,-6.82696,36649.27734,-0.18995
265.99576,19.14468,-6.82691,36648.50781,-0.19137
266.06088,19.14469,-6.82686,36647.73828,-0.19292
266.12234,19.14471,-6.82681,36646.96094,-0.19459
266.18353,19.14473,-6.82677,36646.1875,-0.19601
266.24313,19.14474,-6.82672,36645.41406,-0.19737
266.30475,19.14476,-6.82668,36644.64062,-0.19856
266.36197,19.14477,-6.82664,36643.875,-0.20005
266.41919,19.14479,-6.8266,36643.10156,-0.20144
266.47708,19.1448,-6.82656,36642.32422,-0.20272
266.53101,19.14481,-6.82652,36641.55078,-0.2038
266.58331,19.14482,-6.82649,36640.77344,-0.2054
266.63654,19.14484,-6.82645,36640.00391,-0.20644
266.68774,19.14485,-6.82642,36639.22656,-0.20771
266.74197,19.14486,-6.82639,36638.45703,-0.20905
266.79214,19.14487,-6.82635,36637.68359,-0.21014
266.84406,19.14488,-6.82632,36636.91406,-0.21141
266.89203,19.14489,-6.8263,36636.13672,-0.21263
266.93994,19.1449,-6.82627,36635.36719,-0.21406
266.98602,19.14491,-6.82625,36634.59375,-0.21493
267.03171,19.14492,-6.82622,36633.82031,-0.21605
267.07571,19.14493,-6.8262,36633.04688,-0.217
267.11954,19.14494,-6.82617,36632.26953,-0.21811
267.16342,19.14495,-6.82615,36631.49609,-0.21925
267.20401,19.14496,-6.82612,36630.72266,-0.22012
267.24561,19.14497,-6.8261,36629.94531,-0.22118
267.28806,19.14498,-6.82607,36629.17188,-0.22196
267.32932,19.14498,-6.82605,36628.39062,-0.22298
267.36823,19.14499,-6.82603,36627.62109,-0.22385
267.40775,19.145,-6.82601,36626.85547,-0.22472
267.44385,19.145,-6.82599,36626.08203,-0.22573
267.48203,19.14501,-6.82597,36625.31641,-0.22672
267.51727,19.14502,-6.82595,36624.54297,-0.2277
267.55316,19.14503,-6.82593,36623.76953,-0.2285
267.58737,19.14503,-6.8259,36622.99609,-0.2292
267.62021,19.14504,-6.82588,36622.22266,-0.22989
267.6546,19.14505,-6.82586,36621.44531,-0.23045
267.68683,19.14506,-6.82584,36620.67188,-0.23143
267.7197,19.14507,-6.82582,36619.89844,-0.23204
267.75067,19.14507,-6.8258,36619.12891,-0.23303
267.78259,19.14508,-6.82579,36618.35156,-0.23381
267.81409,19.14508,-6.82577,36617.57031,-0.23454
267.84183,19.14509,-6.82575,36616.80078,-0.23522
267.87106,19.14509,-6.82574,36616.02344,-0.23608
267.90253,19.1451,-6.82572,36615.63672,-0.23669
267.93042,19.14511,-6.82571,36614.86719,-0.23748
267.95868,19.14511,-6.82569,36614.08984,-0.23811
267.66345,19.1451,-6.82573,36613.38672,-0.22339
267.26859,19.14508,-6.82579,36612.79688,-0.22396
266.87115,19.14517,-6.82552,36612.22656,-0.21584
266.48584,19.14542,-6.82483,36611.66016,-0.20136
266.11664,19.14577,-6.82385,36611.08984,-0.18479
265.75418,19.14617,-6.82272,36610.52734,-0.16887
265.39847,19.14656,-6.82163,36609.96484,-0.15538
265.04575,19.1469,-6.82069,36609.40625,-0.14471
264.69308,19.14716,-6.81996,36608.84766,-0.13641
264.34073,19.14734,-6.81945,36608.28516,-0.13029
263.99115,19.14746,-6.81912,36607.72266,-0.12458
263.64441,19.14753,-6.81892,36607.16016,-0.11868
263.30225,19.14758,-6.81878,36606.59375,-0.11231
262.96783,19.14762,-6.81868,36606.03516,-0.10577
262.64212,19.14765,-6.81858,36605.47266,-0.09855
262.32083,19.14769,-6.81848,36604.90625,-0.09067
262.00092,19.14772,-6.81838,36604.34766,-0.08291
261.69089,19.14776,-6.81827,36603.78125,-0.07515
261.38184,19.14779,-6.81818,36603.22266,-0.06736
261.07889,19.14782,-6.8181,36602.66406,-0.06
260.78403,19.14784,-6.81804,36602.09375,-0.05268
260.49338,19.14786,-6.81801,36601.53125,-0.04563
260.2048,19.14786,-6.818,36600.96875,-0.03902
259.92093,19.14786,-6.818,36600.40234,-0.03214
259.64307,19.14785,-6.81802,36599.84375,-0.02577
259.36823,19.14784,-6.81805,36599.27344,-0.01912
259.09821,19.14783,-6.81808,36598.71094,-0.01246
258.83069,19.14782,-6.81812,36598.14844,-0.00595
258.59473,19.1478,-6.81816,36597.58594,-0.00016
258.33752,19.14779,-6.81821,36597.02344,0.00614
258.08145,19.14777,-6.81826,36596.45703,0.01262
257.82703,19.14775,-6.81831,36595.89453,0.01891
257.57562,19.14773,-6.81837,36595.60938,0.02507
257.327,19.14771,-6.81842,36595.05078,0.03123
257.08365,19.14769,-6.81848,36594.48828,0.03746
256.84201,19.14767,-6.81854,36593.92188,0.0436
256.59973,19.14764,-6.8186,36593.35938,0.04961
256.36252,19.14762,-6.81866,36592.79688,0.05532
256.12952,19.1476,-6.81872,36592.23828,0.06144
255.89569,19.14758,-6.81877,36591.67578,0.06746
255.66777,19.14756,-6.81883,36591.11328,0.0731
255.44351,19.14754,-6.81889,36590.55078,0.07888
255.21826,19.14752,-6.81895,36589.98828,0.0845
254.99696,19.1475,-6.819,36589.42188,0.09039
254.77811,19.14748,-6.81906,36588.86328,0.0958
254.56221,19.14746,-6.81912,36588.30078,0.10149
254.34944,19.14744,-6.81918,36587.73438,0.10707
254.13539,19.14742,-6.81924,36587.17188,0.11246
253.92548,19.14739,-6.8193,36586.60938,0.11794
253.72046,19.14737,-6.81936,36586.05078,0.1233
253.51428,19.14736,-6.81941,36585.48828,0.12871
253.31139,19.14734,-6.81946,36584.92188,0.13401
253.11049,19.14732,-6.81951,36584.35938,0.13938
252.91383,19.1473,-6.81956,36583.79688,0.14446
252.71623,19.14729,-6.81961,36583.23047,0.14974
252.52246,19.14727,-6.81966,36582.66797,0.15488
252.32866,19.14725,-6.81971,36582.10156,0.16001
252.13696,19.14723,-6.81976,36581.54297,0.16486
251.94986,19.14721,-6.81981,36580.97656,0.17021
251.76413,19.1472,-6.81986,36580.41406,0.17489
251.57928,19.14718,-6.81991,36579.85547,0.17987
251.39859,19.14716,-6.81996,36579.29297,0.18461
251.21956,19.14714,-6.82001,36578.72656,0.18963
251.04207,19.14713,-6.82005,36578.16406,0.19423
250.86488,19.14711,-6.8201,36577.59766,0.1991
250.68872,19.14709,-6.82015,36577.03516,0.20361
250.51707,19.14707,-6.8202,36576.47266,0.20847
250.34575,19.14706,-6.82024,36575.91016,0.21302
250.1779,19.14704,-6.82029,36575.35156,0.21764
250.01118,19.14703,-6.82033,36574.78906,0.22229
249.84564,19.14701,-6.82038,36574.22656,0.22654
249.68204,19.14699,-6.82042,36573.94141,0.23112
249.52116,19.14698,-6.82047,36573.38281,0.23537
249.36203,19.14696,-6.82051,36572.82031,0.23976
249.20284,19.14694,-6.82056,36572.25,0.24411
249.04552,19.14693,-6.82061,36571.6875,0.24827
248.89012,19.14691,-6.82065,36571.12109,0.25245
248.73706,19.1469,-6.82069,36570.55469,0.25689
248.58278,19.14688,-6.82073,36569.99219,0.26111
248.43272,19.14687,-6.82077,36569.42578,0.26511
248.28163,19.14686,-6.82081,36568.86328,0.26955
248.13448,19.14684,-6.82084,36568.30078,0.27352
247.98985,19.14683,-6.82088,36567.73828,0.2777
247.84389,19.14682,-6.82092,36567.17969,0.28161
247.70172,19.1468,-6.82096,36566.61328,0.28558
247.55991,19.14679,-6.821,36566.05078,0.28971
247.42157,19.14677,-6.82103,36565.48828,0.2934
247.28381,19.14676,-6.82107,36564.91797,0.29729
247.1476,19.14675,-6.82111,36564.35938,0.3013
246.85822,19.14673,-6.82117,36563.83984,0.31742
246.46344,19.1467,-6.82125,36563.38672,0.31977
246.06775,19.14674,-6.82114,36562.92969,0.33002
245.68262,19.14687,-6.82076,36562.47656,0.34503
245.30469,19.14708,-6.82018,36562.01953,0.36209
244.92989,19.14733,-6.81949,36561.56641,0.37885
244.55995,19.14757,-6.81881,36561.11328,0.39373
244.19153,19.14779,-6.8182,36560.65625,0.40656
243.82335,19.14796,-6.81772,36560.19922,0.41806
243.45699,19.14809,-6.81736,36559.74219,0.42781
243.08945,19.14817,-6.81712,36559.28516,0.43706
242.72594,19.14823,-6.81696,36558.82812,0.44631
242.36151,19.14827,-6.81685,36558.37109,0.46191
242.00015,19.14829,-6.8168,36557.91797,0.46481
241.64352,19.14831,-6.81673,36557.46094,0.47558
241.28958,19.14834,-6.81665,36557.00781,0.48662
240.93967,19.14837,-6.81656,36556.55859,0.49801
240.59105,19.1484,-6.81648,36556.10938,0.50906
240.24886,19.14843,-6.81641,36555.65234,0.51944
239.90631,19.14845,-6.81635,36555.19922,0.53058
239.56825,19.14846,-6.81631,36554.97266,0.54113
239.23358,19.14847,-6.81628,36554.51953,0.55127
238.90019,19.14848,-6.81627,36554.06641,0.56156
238.57394,19.14848,-6.81626,36553.60938,0.57168
238.24815,19.14848,-6.81626,36553.15234,0.58209
237.92244,19.14848,-6.81627,36552.69922,0.59588
237.59921,19.14844,-6.81638,36552.24219,0.59166
237.28085,19.14841,-6.81645,36551.78516,0.60961
236.96603,19.14841,-6.81645,36551.32812,0.62143
236.65514,19.14842,-6.81642,36550.87109,0.63239
236.34705,19.14844,-6.81639,36550.41406,0.64347
236.03902,19.14844,-6.81637,36549.96875,0.65387
235.73738,19.14844,-6.81638,36549.51172,0.66335
235.43549,19.14843,-6.81641,36549.05859,0.67309
235.13638,19.14841,-6.81646,36548.60547,0.68234
234.84044,19.14839,-6.81652,36548.15625,0.69178
234.54739,19.14837,-6.81658,36547.69922,0.70121
234.25668,19.14834,-6.81664,36547.24219,0.71076
233.96848,19.14832,-6.8167,36546.78516,0.72004
233.68204,19.1483,-6.81675,36546.32812,0.73006
233.39879,19.14829,-6.8168,36545.87891,0.73965
233.11612,19.14827,-6.81685,36545.42969,0.74916
232.83829,19.14825,-6.8169,36544.97656,0.75842
232.5621,19.14824,-6.81694,36544.51953,0.76813
232.28937,19.14822,-6.81699,36544.07031,0.77855
232.01849,19.1482,-6.81706,36543.62109,0.78815
231.74934,19.14816,-6.81715,36543.16797,0.79669
231.48154,19.14812,-6.81727,36542.71094,0.80535
231.21683,19.14808,-6.81739,36542.25781,0.81363
230.95436,19.14803,-6.81751,36541.80078,0.82234
230.69617,19.14799,-6.81762,36541.34766,0.83118
230.43951,19.14796,-6.81772,36540.89062,0.84027
230.18372,19.14793,-6.81781,36540.4375,0.84936
229.93141,19.1479,-6.81789,36539.98828,0.85827
229.68152,19.14787,-6.81796,36539.53125,0.86728
229.43411,19.14785,-6.81803,36539.07422,0.87592
229.18906,19.14783,-6.81809,36538.61719,0.88477
228.94647,19.14781,-6.81815,36538.39062,0.89328
228.7056,19.14779,-6.81821,36537.9375,0.90202
228.46455,19.14776,-6.81827,36537.48438,0.91049
228.22668,19.14774,-6.81832,36537.03906,0.91899
227.99295,19.14772,-6.81838,36536.58203,0.9275
227.75954,19.1477,-6.81844,36536.12891,0.93566
227.53093,19.14768,-6.81849,36535.67188,0.94379
227.30179,19.14767,-6.81854,36535.21875,0.95204
227.07393,19.14764,-6.8186,36534.76562,0.96066
226.84808,19.14763,-6.81865,36534.3125,0.9688
226.6246,19.14761,-6.8187,36533.85547,0.97705
226.40421,19.14759,-6.81875,36533.40234,0.98484
226.18587,19.14758,-6.81879,36532.94531,0.99306
225.96956,19.14756,-6.81884,36532.49219,1.00099
225.75365,19.14754,-6.81889,36532.03906,1.00878
225.53951,19.14753,-6.81893,36531.58594,1.01668
225.32866,19.14751,-6.81898,36531.13672,1.02451
225.12032,19.14749,-6.81903,36530.68359,1.03226
224.91371,19.14748,-6.81907,36530.23047,1.04007
224.70689,19.14746,-6.81912,36529.77734,1.04773
224.5025,19.14744,-6.81917,36529.32031,1.05521
224.30119,19.14743,-6.81921,36528.86719,1.06279
224.10208,19.14741,-6.81925,36528.41797,1.07062
223.90431,19.1474,-6.81929,36527.96484,1.07772
223.70685,19.14738,-6.81934,36527.50781,1.08537
223.51347,19.14737,-6.81938,36527.05469,1.09281
223.31801,19.14735,-6.81943,36526.60547,1.10001
223.12711,19.14734,-6.81947,36526.15234,1.10725
222.93755,19.14732,-6.81951,36525.69922,1.11435
222.75024,19.14731,-6.81955,36525.24609,1.12177
222.56427,19.14729,-6.81959,36524.79688,1.12893
222.37936,19.14728,-6.81963,36524.34766,1.13576
222.19545,19.14726,-6.81967,36523.89453,1.14273
222.01401,19.14725,-6.81971,36523.44531,1.14986
221.83577,19.14723,-6.81975,36522.99219,1.1567
221.65669,19.14722,-6.81979,36522.54297,1.16375
221.48047,19.1472,-6.81983,36522.08984,1.17071
221.30182,19.14719,-6.81987,36521.64062,1.1774
221.1301,19.14718,-6.81991,36521.1875,1.18437
220.95811,19.14716,-6.81995,36520.73828,1.19104
220.78612,19.14715,-6.81998,36520.28906,1.19788
220.61671,19.14714,-6.82002,36519.83984,1.20449
220.45082,19.14713,-6.82006,36519.38672,1.21101
220.28485,19.14711,-6.82009,36518.93359,1.21759
220.11925,19.1471,-6.82013,36518.48047,1.22416
219.95618,19.14709,-6.82017,36518.02734,1.23065
219.7941,19.14707,-6.8202,36517.57031,1.23728
219.63275,19.14706,-6.82024,36517.12109,1.24354
219.47498,19.14705,-6.82027,36516.89844,1.24989
219.31789,19.14704,-6.8203,36516.44531,1.25622
219.16063,19.14702,-6.82033,36515.99609,1.26241
219.00377,19.14701,-6.82037,36515.54297,1.2687
218.8485,19.147,-6.8204,36515.08984,1.27506
218.69218,19.14699,-6.82044,36514.63672,1.28113
218.54051,19.14698,-6.82046,36514.1875,1.28735
218.38963,19.14697,-6.82049,36513.73438,1.29357
218.24258,19.14696,-6.82052,36513.27734,1.29963
218.09573,19.14695,-6.82055,36512.82422,1.30555
217.95097,19.14693,-6.82059,36512.36719,1.31126
217.75911,19.14692,-6.82062,36511.91797,1.32255
217.35065,19.14691,-6.82066,36511.52344,1.33381
216.93619,19.14696,-6.8205,36511.14453,1.35308
216.53389,19.14712,-6.82008,36510.76172,1.3775
216.14127,19.14734,-6.81947,36510.38672,1.40258
215.74329,19.14759,-6.81876,36510.00781,1.42628
215.35236,19.14783,-6.81807,36509.63281,1.44711
214.95589,19.14806,-6.81743,36509.25391,1.46612
214.56311,19.14825,-6.8169,36508.88281,1.48366
214.17297,19.14841,-6.81647,36508.50391,1.49995
213.78288,19.14853,-6.81613,36508.125,1.51576
