#a,b,type
:2016-07-04 213911000-0500:1.0,2.06219916317,1
:2016-07-04 213912000-0500:1.0,1.81795446972,1
:2016-07-04 213913000-0500:1.0,2.05581327549,1
:2016-07-04 213914000-0500:1.0,2.10931905867,1
:2016-07-04 213915000-0500:1.0,1.88523027961,1
:2016-07-04 213916000-0500:1.0,2.07698783907,1
:2016-07-04 213917000-0500:1.0,1.91953729049,1
:2016-07-04 213918000-0500:1.0,2.15576406361,1
:2016-07-04 213919000-0500:1.0,2.01710849967,1
:2016-07-04 213920000-0500:1.0,2.18212797996,1
:2016-07-04 213921000-0500:1.0,2.15471078522,1
:2016-07-04 213922000-0500:1.0,2.02425562184,1
:2016-07-04 213923000-0500:1.0,1.90711715946,1
:2016-07-04 213924000-0500:1.0,2.08971609871,1
:2016-07-04 213925000-0500:1.0,2.00346757459,1
:2016-07-04 213926000-0500:1.0,2.10841257692,1
:2016-07-04 213927000-0500:1.0,2.04309511286,1
:2016-07-04 213928000-0500:1.0,1.74570268108,1
:2016-07-04 213929000-0500:1.0,2.05373243861,1
:2016-07-04 213930000-0500:1.0,2.11980424907,1
:2016-07-04 213931000-0500:1.0,2.21515414603,1
:2016-07-04 213932000-0500:1.0,1.9363340086,1
:2016-07-04 213933000-0500:1.0,1.94749632795,1
:2016-07-04 213934000-0500:1.0,2.0210961036,1
:2016-07-04 213935000-0500:1.0,2.06090191093,1
:2016-07-04 213936000-0500:1.0,1.86399020631,1
:2016-07-04 213937000-0500:1.0,1.92392470504,1
:2016-07-04 213938000-0500:1.0,1.98864689034,1
:2016-07-04 213939000-0500:1.0,2.04116108937,1
:2016-07-04 213940000-0500:1.0,1.8877161318,1
:2016-07-04 213941000-0500:1.0,1.98815258171,1
:2016-07-04 213942000-0500:1.0,2.04430220225,1
:2016-07-04 213943000-0500:1.0,2.12394840796,1
:2016-07-04 213944000-0500:1.0,1.90904726446,1
:2016-07-04 213945000-0500:1.0,1.87857202531,1
:2016-07-04 213946000-0500:1.0,2.00126227796,1
:2016-07-04 213947000-0500:1.0,2.16542885852,1
:2016-07-04 213948000-0500:1.0,1.83161691032,1
:2016-07-04 213949000-0500:1.0,1.99374088175,1
:2016-07-04 213950000-0500:1.0,1.76355676333,1
:2016-07-04 213951000-0500:1.0,2.08920939958,1
:2016-07-04 213952000-0500:1.0,1.87627226535,1
:2016-07-04 213953000-0500:1.0,1.79743429037,1
:2016-07-04 213954000-0500:1.0,2.02301429024,1
:2016-07-04 213955000-0500:1.0,2.12168911933,1
:2016-07-04 213956000-0500:1.0,1.94686608896,1
:2016-07-04 213957000-0500:1.0,2.04723576381,1
:2016-07-04 213958000-0500:1.0,1.98939352628,1
:2016-07-04 213959000-0500:1.0,1.97620701174,1
:2016-07-04 214000000-0500:1.0,2.10220491578,1
:2016-07-04 214001000-0500:1.0,1.9444839275,1
:2016-07-04 214002000-0500:1.0,1.96606327246,1
:2016-07-04 214003000-0500:1.0,1.86395599276,1
:2016-07-04 214004000-0500:1.0,1.93357908674,1
:2016-07-04 214005000-0500:1.0,2.05283456059,1
:2016-07-04 214006000-0500:1.0,2.04006806198,1
:2016-07-04 214007000-0500:1.0,2.0968936638,1
:2016-07-04 214008000-0500:1.0,1.93977591163,1
:2016-07-04 214009000-0500:1.0,2.0621277504,1
:2016-07-04 214010000-0500:1.0,1.95953580427,1
:2016-07-04 214011000-0500:1.0,1.91719548435,1
:2016-07-04 214012000-0500:1.0,2.07913022271,1
:2016-07-04 214013000-0500:1.0,2.06047964803,1
:2016-07-04 214014000-0500:1.0,2.04686345479,1
:2016-07-04 214015000-0500:1.0,2.0790015671,1
:2016-07-04 214016000-0500:1.0,1.8691310368,1
:2016-07-04 214017000-0500:1.0,1.93799406557,1
:2016-07-04 214018000-0500:1.0,1.88064464494,1
:2016-07-04 214019000-0500:1.0,1.91498479678,1
:2016-07-04 214020000-0500:1.0,1.96380057651,1
:2016-07-04 214021000-0500:1.0,1.92874244267,1
:2016-07-04 214022000-0500:1.0,1.9264030133,1
:2016-07-04 214023000-0500:1.0,2.06419693456,1
:2016-07-04 214024000-0500:1.0,2.00423913964,1
:2016-07-04 214025000-0500:1.0,1.9900914968,1
:2016-07-04 214026000-0500:1.0,1.99068680465,1
:2016-07-04 214027000-0500:1.0,1.89224995766,1
:2016-07-04 214028000-0500:1.0,1.91630267573,1
:2016-07-04 214029000-0500:1.0,1.92674468435,1
:2016-07-04 214030000-0500:1.0,1.97064167255,1
:2016-07-04 214031000-0500:1.0,2.08119133985,1
:2016-07-04 214032000-0500:1.0,1.78891388918,1
:2016-07-04 214033000-0500:1.0,1.99849531847,1
:2016-07-04 214034000-0500:1.0,1.84175899429,1
:2016-07-04 214035000-0500:1.0,1.8280655036,1
:2016-07-04 214036000-0500:1.0,2.05512179043,1
:2016-07-04 214037000-0500:1.0,2.10332498024,1
:2016-07-04 214038000-0500:1.0,2.05592809188,1
:2016-07-04 214039000-0500:1.0,2.00288968809,1
:2016-07-04 214040000-0500:1.0,1.66915340078,1
:2016-07-04 214041000-0500:1.0,1.96079722354,1
:2016-07-04 214042000-0500:1.0,1.9045894198,1
:2016-07-04 214043000-0500:1.0,2.09514384047,1
:2016-07-04 214044000-0500:1.0,2.26526063664,1
:2016-07-04 214045000-0500:1.0,1.97762476088,1
:2016-07-04 214046000-0500:1.0,2.06583508172,1
:2016-07-04 214047000-0500:1.0,1.95216418662,1
:2016-07-04 214048000-0500:1.0,1.8687767694,1
:2016-07-04 214049000-0500:1.0,2.16015429575,1
:2016-07-04 214050000-0500:1.0,1.91088766028,1
:2016-07-04 214051000-0500:1.0,2.11695024486,1
:2016-07-04 214052000-0500:1.0,1.89236869445,1
:2016-07-04 214053000-0500:1.0,2.06573978259,1
:2016-07-04 214054000-0500:1.0,2.10336841907,1
:2016-07-04 214055000-0500:1.0,1.8480948732,1
:2016-07-04 214056000-0500:1.0,1.83403394947,1
:2016-07-04 214057000-0500:1.0,2.1570815416,1
:2016-07-04 214058000-0500:1.0,1.85889276893,1
:2016-07-04 214059000-0500:1.0,1.9359399147,1
:2016-07-04 214100000-0500:1.0,1.82087016952,1
:2016-07-04 214101000-0500:1.0,1.96338730934,1
:2016-07-04 214102000-0500:1.0,2.24462480853,1
:2016-07-04 214103000-0500:1.0,2.01880794193,1
:2016-07-04 214104000-0500:1.0,2.03373181304,1
:2016-07-04 214105000-0500:1.0,2.10845033058,1
:2016-07-04 214106000-0500:1.0,2.11130672447,1
:2016-07-04 214107000-0500:1.0,1.79756904961,1
:2016-07-04 214108000-0500:1.0,2.03900637081,1
:2016-07-04 214109000-0500:1.0,1.93378943186,1
:2016-07-04 214110000-0500:1.0,1.96822931827,1
:2016-07-04 214111000-0500:1.0,1.8915267935,1
:2016-07-04 214112000-0500:1.0,1.89900876088,1
:2016-07-04 214113000-0500:1.0,2.17377755109,1
:2016-07-04 214114000-0500:1.0,2.04658784079,1
:2016-07-04 214115000-0500:1.0,2.00815567475,1
:2016-07-04 214116000-0500:1.0,2.24032910891,1
:2016-07-04 214117000-0500:1.0,1.9312163207,1
:2016-07-04 214118000-0500:1.0,2.00071625664,1
:2016-07-04 214119000-0500:1.0,1.77018439773,1
:2016-07-04 214120000-0500:1.0,2.10035536342,1
:2016-07-04 214121000-0500:1.0,1.92542542463,1
:2016-07-04 214122000-0500:1.0,2.01206659726,1
:2016-07-04 214123000-0500:1.0,2.03629692493,1
:2016-07-04 214124000-0500:1.0,1.88774792067,1
:2016-07-04 214125000-0500:1.0,2.03577192639,1
:2016-07-04 214126000-0500:1.0,2.01512213145,1
:2016-07-04 214127000-0500:1.0,1.93673257202,1
:2016-07-04 214128000-0500:1.0,1.85305595274,1
:2016-07-04 214129000-0500:1.0,1.85441088175,1
:2016-07-04 214130000-0500:1.0,1.87523610767,1
:2016-07-04 214131000-0500:1.0,1.7903795448,1
:2016-07-04 214132000-0500:1.0,2.01894187286,1
:2016-07-04 214133000-0500:1.0,1.99001789529,1
:2016-07-04 214134000-0500:1.0,2.04216785079,1
:2016-07-04 214135000-0500:1.0,2.11226884803,1
:2016-07-04 214136000-0500:1.0,2.02254417968,1
:2016-07-04 214137000-0500:1.0,2.06290288031,1
:2016-07-04 214138000-0500:1.0,2.01526774594,1
:2016-07-04 214139000-0500:1.0,1.98882904552,1
:2016-07-04 214140000-0500:1.0,1.82067758616,1
:2016-07-04 214141000-0500:1.0,1.79604093778,1
:2016-07-04 214142000-0500:1.0,2.11627296345,1
:2016-07-04 214143000-0500:1.0,1.99243543233,1
:2016-07-04 214144000-0500:1.0,1.90331726282,1
:2016-07-04 214145000-0500:1.0,1.87930869773,1
:2016-07-04 214146000-0500:1.0,2.01775894331,1
:2016-07-04 214147000-0500:1.0,2.00976640518,1
:2016-07-04 214148000-0500:1.0,1.89574969973,1
:2016-07-04 214149000-0500:1.0,2.10776439497,1
:2016-07-04 214150000-0500:1.0,2.01757016242,1
:2016-07-04 214151000-0500:1.0,1.99524385612,1
:2016-07-04 214152000-0500:1.0,2.08510299123,1
:2016-07-04 214153000-0500:1.0,1.95497064407,1
:2016-07-04 214154000-0500:1.0,2.0199163983,1
:2016-07-04 214155000-0500:1.0,1.93894099563,1
:2016-07-04 214156000-0500:1.0,1.9045955665,1
:2016-07-04 214157000-0500:1.0,2.07289204213,1
:2016-07-04 214158000-0500:1.0,1.93082214622,1
:2016-07-04 214159000-0500:1.0,2.01149151746,1
:2016-07-04 214200000-0500:1.0,1.89019026895,1
:2016-07-04 214201000-0500:1.0,2.07953425937,1
:2016-07-04 214202000-0500:1.0,1.96905744551,1
:2016-07-04 214203000-0500:1.0,1.97811228969,1
:2016-07-04 214204000-0500:1.0,2.07490876492,1
:2016-07-04 214205000-0500:1.0,1.84158181214,1
:2016-07-04 214206000-0500:1.0,2.00676860491,1
:2016-07-04 214207000-0500:1.0,2.09854154793,1
:2016-07-04 214208000-0500:1.0,1.96313488136,1
:2016-07-04 214209000-0500:1.0,1.88518810243,1
:2016-07-04 214210000-0500:1.0,1.87196506698,1
:2016-07-04 214211000-0500:1.0,2.07239286426,1
:2016-07-04 214212000-0500:1.0,1.96713911044,1
:2016-07-04 214213000-0500:1.0,2.03241685726,1
:2016-07-04 214214000-0500:1.0,1.96931574331,1
:2016-07-04 214215000-0500:1.0,2.09594703054,1
:2016-07-04 214216000-0500:1.0,1.93342240172,1
:2016-07-04 214217000-0500:1.0,2.04999300475,1
:2016-07-04 214218000-0500:1.0,1.91828217174,1
:2016-07-04 214219000-0500:1.0,2.03793847098,1
:2016-07-04 214220000-0500:1.0,2.02953364256,1
:2016-07-04 214221000-0500:1.0,1.93850021415,1
:2016-07-04 214222000-0500:1.0,1.96892257928,1
:2016-07-04 214223000-0500:1.0,1.94706704132,1
:2016-07-04 214224000-0500:1.0,2.09276467324,1
:2016-07-04 214225000-0500:1.0,2.07375568377,1
:2016-07-04 214226000-0500:1.0,1.95065646178,1
:2016-07-04 214227000-0500:1.0,1.93606237666,1
:2016-07-04 214228000-0500:1.0,2.02221745108,1
:2016-07-04 214229000-0500:1.0,2.15172462147,1
:2016-07-04 214230000-0500:1.0,2.06556408527,1
:2016-07-04 214231000-0500:1.0,2.02066102904,1
:2016-07-04 214232000-0500:1.0,2.03818677663,1
:2016-07-04 214233000-0500:1.0,2.12542690969,1
:2016-07-04 214234000-0500:1.0,1.96526383773,1
:2016-07-04 214235000-0500:1.0,1.96040706036,1
:2016-07-04 214236000-0500:1.0,2.09831336764,1
:2016-07-04 214237000-0500:1.0,2.15601347694,1
:2016-07-04 214238000-0500:1.0,2.12802619489,1
:2016-07-04 214239000-0500:1.0,2.17089764491,1
:2016-07-04 214240000-0500:1.0,1.93507513064,1
:2016-07-04 214241000-0500:1.0,1.94099950847,1
:2016-07-04 214242000-0500:1.0,1.77557797346,1
:2016-07-04 214243000-0500:1.0,1.96230041435,1
:2016-07-04 214244000-0500:1.0,2.02741488548,1
:2016-07-04 214245000-0500:1.0,1.99368229589,1
:2016-07-04 214246000-0500:1.0,1.92614731153,1
:2016-07-04 214247000-0500:1.0,2.0888038011,1
:2016-07-04 214248000-0500:1.0,2.08507857301,1
:2016-07-04 214249000-0500:1.0,1.84335020923,1
:2016-07-04 214250000-0500:1.0,1.87526181639,1
:2016-07-04 214251000-0500:1.0,1.8940695266,1
:2016-07-04 214252000-0500:1.0,1.99271864694,1
:2016-07-04 214253000-0500:1.0,2.0278122528,1
:2016-07-04 214254000-0500:1.0,1.89649276785,1
:2016-07-04 214255000-0500:1.0,1.92748524662,1
:2016-07-04 214256000-0500:1.0,2.03183795317,1
:2016-07-04 214257000-0500:1.0,1.80339240089,1
:2016-07-04 214258000-0500:1.0,2.00343149134,1
:2016-07-04 214259000-0500:1.0,2.10603629538,1
:2016-07-04 214300000-0500:1.0,1.8225591207,1
:2016-07-04 214301000-0500:1.0,2.10180432632,1
:2016-07-04 214302000-0500:1.0,2.0464134441,1
:2016-07-04 214303000-0500:1.0,2.00348535331,1
:2016-07-04 214304000-0500:1.0,1.87357436791,1
:2016-07-04 214305000-0500:1.0,2.07531464184,1
:2016-07-04 214306000-0500:1.0,2.0542158012,1
:2016-07-04 214307000-0500:1.0,1.95462979395,1
:2016-07-04 214308000-0500:1.0,1.97802553602,1
:2016-07-04 214309000-0500:1.0,2.1408130794,1
:2016-07-04 214310000-0500:1.0,2.03028975974,1
:2016-07-04 214311000-0500:1.0,2.21153855865,1
:2016-07-04 214312000-0500:1.0,1.96149578099,1
:2016-07-04 214313000-0500:1.0,2.10082404248,1
:2016-07-04 214314000-0500:1.0,1.95742842615,1
:2016-07-04 214315000-0500:1.0,2.05909807642,1
:2016-07-04 214316000-0500:1.0,2.12541184439,1
:2016-07-04 214317000-0500:1.0,1.96694991655,1
:2016-07-04 214318000-0500:1.0,1.94788540013,1
:2016-07-04 214319000-0500:1.0,1.88367089084,1
:2016-07-04 214320000-0500:1.0,1.85470942986,1
:2016-07-04 214321000-0500:1.0,2.07818305664,1
:2016-07-04 214322000-0500:1.0,1.91053363585,1
:2016-07-04 214323000-0500:1.0,1.96939704433,1
:2016-07-04 214324000-0500:1.0,2.16264670238,1
:2016-07-04 214325000-0500:1.0,1.97633895427,1
:2016-07-04 214326000-0500:1.0,1.98746805962,1
:2016-07-04 214327000-0500:1.0,1.96894674585,1
:2016-07-04 214328000-0500:1.0,2.12169179809,1
:2016-07-04 214329000-0500:1.0,1.93019246668,1
:2016-07-04 214330000-0500:1.0,2.09105957631,1
:2016-07-04 214331000-0500:1.0,1.96946182485,1
:2016-07-04 214332000-0500:1.0,2.1752388856,1
:2016-07-04 214333000-0500:1.0,1.94922420023,1
:2016-07-04 214334000-0500:1.0,2.11218541746,1
:2016-07-04 214335000-0500:1.0,1.95000580328,1
:2016-07-04 214336000-0500:1.0,1.9484843169,1
:2016-07-04 214337000-0500:1.0,1.98984815098,1
:2016-07-04 214338000-0500:1.0,2.08634349418,1
:2016-07-04 214339000-0500:1.0,1.99602062402,1
:2016-07-04 214340000-0500:1.0,1.99937841203,1
:2016-07-04 214341000-0500:1.0,2.10435552984,1
:2016-07-04 214342000-0500:1.0,1.88964064601,1
:2016-07-04 214343000-0500:1.0,1.92231652658,1
:2016-07-04 214344000-0500:1.0,2.04627358536,1
:2016-07-04 214345000-0500:1.0,2.03140433554,1
:2016-07-04 214346000-0500:1.0,1.95685692787,1
:2016-07-04 214347000-0500:1.0,1.94287218774,1
:2016-07-04 214348000-0500:1.0,1.79259768182,1
:2016-07-04 214349000-0500:1.0,1.96812339891,1
:2016-07-04 214350000-0500:1.0,1.89824123631,1
:2016-07-04 214351000-0500:1.0,2.25168756835,1
:2016-07-04 214352000-0500:1.0,2.03310312875,1
:2016-07-04 214353000-0500:1.0,1.98092742498,1
:2016-07-04 214354000-0500:1.0,2.14103335343,1
:2016-07-04 214355000-0500:1.0,1.95711483486,1
:2016-07-04 214356000-0500:1.0,1.90039793541,1
:2016-07-04 214357000-0500:1.0,1.93328383505,1
:2016-07-04 214358000-0500:1.0,2.02316649191,1
:2016-07-04 214359000-0500:1.0,1.98330720092,1
:2016-07-04 214400000-0500:1.0,2.04586537114,1
:2016-07-04 214401000-0500:1.0,2.1122872824,1
:2016-07-04 214402000-0500:1.0,1.93889352862,1
:2016-07-04 214403000-0500:1.0,2.10789886638,1
:2016-07-04 214404000-0500:1.0,2.17232971883,1
:2016-07-04 214405000-0500:1.0,2.01503104296,1
:2016-07-04 214406000-0500:1.0,1.84918364673,1
:2016-07-04 214407000-0500:1.0,1.96645436062,1
:2016-07-04 214408000-0500:1.0,2.0182966532,1
:2016-07-04 214409000-0500:1.0,2.02137089591,1
:2016-07-04 214410000-0500:1.0,1.98717516841,1
:2016-07-04 214411000-0500:1.0,1.89830422854,1
:2016-07-04 214412000-0500:1.0,2.11965940185,1
:2016-07-04 214413000-0500:1.0,1.94376261301,1
:2016-07-04 214414000-0500:1.0,1.92963117435,1
:2016-07-04 214415000-0500:1.0,1.97045373989,1
:2016-07-04 214416000-0500:1.0,2.05585511236,1
:2016-07-04 214417000-0500:1.0,1.8951012137,1
:2016-07-04 214418000-0500:1.0,2.18310830125,1
:2016-07-04 214419000-0500:1.0,2.09243724824,1
:2016-07-04 214420000-0500:1.0,1.73321774606,1
:2016-07-04 214421000-0500:1.0,2.03161474766,1
:2016-07-04 214422000-0500:1.0,1.98833850788,1
:2016-07-04 214423000-0500:1.0,2.23280012217,1
:2016-07-04 214424000-0500:1.0,1.96189014319,1
:2016-07-04 214425000-0500:1.0,2.15184282836,1
:2016-07-04 214426000-0500:1.0,1.98965735586,1
:2016-07-04 214427000-0500:1.0,2.10640919546,1
:2016-07-04 214428000-0500:1.0,2.03725117538,1
:2016-07-04 214429000-0500:1.0,2.15146269336,1
:2016-07-04 214430000-0500:1.0,1.98562670635,1
:2016-07-04 214431000-0500:1.0,1.99483774363,1
:2016-07-04 214432000-0500:1.0,1.93211335859,1
:2016-07-04 214433000-0500:1.0,1.95340969253,1
:2016-07-04 214434000-0500:1.0,1.97189000399,1
:2016-07-04 214435000-0500:1.0,2.12901037406,1
:2016-07-04 214436000-0500:1.0,1.93361217725,1
:2016-07-04 214437000-0500:1.0,1.92147172164,1
:2016-07-04 214438000-0500:1.0,2.0561122441,1
:2016-07-04 214439000-0500:1.0,1.98662839523,1
:2016-07-04 214440000-0500:1.0,1.94785863535,1
:2016-07-04 214441000-0500:1.0,2.06734434092,1
:2016-07-04 214442000-0500:1.0,2.04396689515,1
:2016-07-04 214443000-0500:1.0,2.04659177133,1
:2016-07-04 214444000-0500:1.0,1.94787908376,1
:2016-07-04 214445000-0500:1.0,2.01702757793,1
:2016-07-04 214446000-0500:1.0,1.93809861333,1
:2016-07-04 214447000-0500:1.0,2.12381269133,1
:2016-07-04 214448000-0500:1.0,1.99555646078,1
:2016-07-04 214449000-0500:1.0,2.03189618495,1
:2016-07-04 214450000-0500:1.0,1.95331886896,1
:2016-07-04 214451000-0500:1.0,1.98825398702,1
:2016-07-04 214452000-0500:1.0,1.93332298717,1
:2016-07-04 214453000-0500:1.0,1.95931377818,1
:2016-07-04 214454000-0500:1.0,1.98370983754,1
:2016-07-04 214455000-0500:1.0,2.04582974457,1
:2016-07-04 214456000-0500:1.0,2.00212349786,1
:2016-07-04 214457000-0500:1.0,2.02964681302,1
:2016-07-04 214458000-0500:1.0,1.84429636052,1
:2016-07-04 214459000-0500:1.0,1.78513788384,1
:2016-07-04 214500000-0500:1.0,2.11512720453,1
:2016-07-04 214501000-0500:1.0,2.17048963567,1
:2016-07-04 214502000-0500:1.0,2.04590800792,1
:2016-07-04 214503000-0500:1.0,2.0428797879,1
:2016-07-04 214504000-0500:1.0,1.98528270411,1
:2016-07-04 214505000-0500:1.0,2.06446750145,1
:2016-07-04 214506000-0500:1.0,2.07681811282,1
:2016-07-04 214507000-0500:1.0,1.9206850753,1
:2016-07-04 214508000-0500:1.0,2.01277427065,1
:2016-07-04 214509000-0500:1.0,1.95703673655,1
:2016-07-04 214510000-0500:1.0,2.01734545345,1
:2016-07-04 214511000-0500:1.0,2.07663838494,1
:2016-07-04 214512000-0500:1.0,1.9059027582,1
:2016-07-04 214513000-0500:1.0,1.95650920796,1
:2016-07-04 214514000-0500:1.0,1.90947233924,1
:2016-07-04 214515000-0500:1.0,2.1564499737,1
:2016-07-04 214516000-0500:1.0,2.03946564758,1
:2016-07-04 214517000-0500:1.0,2.02518790042,1
:2016-07-04 214518000-0500:1.0,1.89693661136,1
:2016-07-04 214519000-0500:1.0,2.11558350459,1
:2016-07-04 214520000-0500:1.0,2.01318326092,1
:2016-07-04 214521000-0500:1.0,2.07417334808,1
:2016-07-04 214522000-0500:1.0,1.87725630537,1
:2016-07-04 214523000-0500:1.0,1.93295902104,1
:2016-07-04 214524000-0500:1.0,2.10752928587,1
:2016-07-04 214525000-0500:1.0,1.94650738429,1
:2016-07-04 214526000-0500:1.0,1.90525676303,1
:2016-07-04 214527000-0500:1.0,2.14000445269,1
:2016-07-04 214528000-0500:1.0,2.11615280173,1
:2016-07-04 214529000-0500:1.0,2.04950468144,1
:2016-07-04 214530000-0500:1.0,1.98566932941,1
:2016-07-04 214531000-0500:1.0,2.12989157611,1
:2016-07-04 214532000-0500:1.0,1.89369784852,1
:2016-07-04 214533000-0500:1.0,1.89349118976,1
:2016-07-04 214534000-0500:1.0,2.14296628877,1
:2016-07-04 214535000-0500:1.0,2.00960654931,1
:2016-07-04 214536000-0500:1.0,1.99520869894,1
:2016-07-04 214537000-0500:1.0,1.91795520246,1
:2016-07-04 214538000-0500:1.0,1.96213806915,1
:2016-07-04 214539000-0500:1.0,2.04281587363,1
:2016-07-04 214540000-0500:1.0,2.11933079934,1
:2016-07-04 214541000-0500:1.0,2.01289924606,1
:2016-07-04 214542000-0500:1.0,1.94617161446,1
:2016-07-04 214543000-0500:1.0,1.97995673999,1
:2016-07-04 214544000-0500:1.0,2.10110565668,1
:2016-07-04 214545000-0500:1.0,1.96884399913,1
:2016-07-04 214546000-0500:1.0,2.09640886093,1
:2016-07-04 214547000-0500:1.0,1.9306738738,1
:2016-07-04 214548000-0500:1.0,2.00637611864,1
:2016-07-04 214549000-0500:1.0,1.92542173069,1
:2016-07-04 214550000-0500:1.0,1.91633614971,1
:2016-07-04 214551000-0500:1.0,2.04757306224,1
:2016-07-04 214552000-0500:1.0,2.11964883142,1
:2016-07-04 214553000-0500:1.0,2.02606034995,1
:2016-07-04 214554000-0500:1.0,2.04890867697,1
:2016-07-04 214555000-0500:1.0,1.99725247145,1
:2016-07-04 214556000-0500:1.0,2.02603319548,1
:2016-07-04 214557000-0500:1.0,1.72181627378,1
:2016-07-04 214558000-0500:1.0,1.90916666379,1
:2016-07-04 214559000-0500:1.0,2.02292388027,1
:2016-07-04 214600000-0500:1.0,1.77408050438,1
:2016-07-04 214601000-0500:1.0,2.03323676283,1
:2016-07-04 214602000-0500:1.0,2.0883842523,1
:2016-07-04 214603000-0500:1.0,1.97213057782,1
:2016-07-04 214604000-0500:1.0,1.97595564544,1
:2016-07-04 214605000-0500:1.0,1.93400915624,1
:2016-07-04 214606000-0500:1.0,2.09667397124,1
:2016-07-04 214607000-0500:1.0,1.95702259696,1
:2016-07-04 214608000-0500:1.0,1.87107200767,1
:2016-07-04 214609000-0500:1.0,2.055975824,1
:2016-07-04 214610000-0500:1.0,2.01966311993,1
:2016-07-04 214611000-0500:1.0,1.90610258286,1
:2016-07-04 214612000-0500:1.0,2.05658132661,1
:2016-07-04 214613000-0500:1.0,2.03907617474,1
:2016-07-04 214614000-0500:1.0,1.89860930467,1
:2016-07-04 214615000-0500:1.0,1.95991531865,1
:2016-07-04 214616000-0500:1.0,2.04824247413,1
:2016-07-04 214617000-0500:1.0,1.85711646802,1
:2016-07-04 214618000-0500:1.0,2.0318627128,1
:2016-07-04 214619000-0500:1.0,2.00430103511,1
:2016-07-04 214620000-0500:1.0,2.0561948104,1
:2016-07-04 214621000-0500:1.0,1.9716050616,1
:2016-07-04 214622000-0500:1.0,2.09398281825,1
:2016-07-04 214623000-0500:1.0,2.01900980204,1
:2016-07-04 214624000-0500:1.0,1.88652820246,1
:2016-07-04 214625000-0500:1.0,2.08833902161,1
:2016-07-04 214626000-0500:1.0,2.22667336061,1
:2016-07-04 214627000-0500:1.0,1.97471540308,1
:2016-07-04 214628000-0500:1.0,1.91149186852,1
:2016-07-04 214629000-0500:1.0,1.91238549688,1
:2016-07-04 214630000-0500:1.0,1.90006824509,1
:2016-07-04 214631000-0500:1.0,2.09953620306,1
:2016-07-04 214632000-0500:1.0,1.96021041563,1
:2016-07-04 214633000-0500:1.0,1.85898082386,1
:2016-07-04 214634000-0500:1.0,2.02046017464,1
:2016-07-04 214635000-0500:1.0,2.04723542939,1
:2016-07-04 214636000-0500:1.0,1.9324319459,1
:2016-07-04 214637000-0500:1.0,1.90926635136,1
:2016-07-04 214638000-0500:1.0,2.01943381483,1
:2016-07-04 214639000-0500:1.0,2.05853266614,1
:2016-07-04 214640000-0500:1.0,1.94084942258,1
:2016-07-04 214641000-0500:1.0,2.0513608887,1
:2016-07-04 214642000-0500:1.0,2.06953315438,1
:2016-07-04 214643000-0500:1.0,2.03923818673,1
:2016-07-04 214644000-0500:1.0,1.99449962517,1
:2016-07-04 214645000-0500:1.0,1.91903977766,1
:2016-07-04 214646000-0500:1.0,2.18529930568,1
:2016-07-04 214647000-0500:1.0,1.94122235304,1
:2016-07-04 214648000-0500:1.0,2.11856447927,1
:2016-07-04 214649000-0500:1.0,2.17822098595,1
:2016-07-04 214650000-0500:1.0,1.87473790004,1
:2016-07-04 214651000-0500:1.0,2.04267413059,1
:2016-07-04 214652000-0500:1.0,1.91357806369,1
:2016-07-04 214653000-0500:1.0,1.98341907328,1
:2016-07-04 214654000-0500:1.0,2.02198114302,1
:2016-07-04 214655000-0500:1.0,1.88369254068,1
:2016-07-04 214656000-0500:1.0,1.75114402268,1
:2016-07-04 214657000-0500:1.0,2.0313510727,1
:2016-07-04 214658000-0500:1.0,2.08882293522,1
:2016-07-04 214659000-0500:1.0,1.91102257361,1
:2016-07-04 214700000-0500:1.0,2.01778446066,1
:2016-07-04 214701000-0500:1.0,2.03925201058,1
:2016-07-04 214702000-0500:1.0,1.9828476399,1
:2016-07-04 214703000-0500:1.0,2.16969797241,1
:2016-07-04 214704000-0500:1.0,2.16118078059,1
:2016-07-04 214705000-0500:1.0,2.03968199059,1
:2016-07-04 214706000-0500:1.0,2.03697262202,1
:2016-07-04 214707000-0500:1.0,1.90278550271,1
:2016-07-04 214708000-0500:1.0,2.01242924338,1
:2016-07-04 214709000-0500:1.0,2.26994642653,1
:2016-07-04 214710000-0500:1.0,2.0510496879,1
:2016-07-04 214711000-0500:1.0,2.10912829239,1
:2016-07-04 214712000-0500:1.0,1.95062046448,1
:2016-07-04 214713000-0500:1.0,2.07315674807,1
:2016-07-04 214714000-0500:1.0,1.89280202589,1
:2016-07-04 214715000-0500:1.0,1.89069680592,1
:2016-07-04 214716000-0500:1.0,2.04019529935,1
:2016-07-04 214717000-0500:1.0,1.98631611381,1
:2016-07-04 214718000-0500:1.0,2.01849856198,1
:2016-07-04 214719000-0500:1.0,2.06731647792,1
:2016-07-04 214720000-0500:1.0,2.05126945413,1
:2016-07-04 214721000-0500:1.0,1.85987863841,1
:2016-07-04 214722000-0500:1.0,2.14814087049,1
:2016-07-04 214723000-0500:1.0,1.99800424782,1
:2016-07-04 214724000-0500:1.0,2.07851808793,1
:2016-07-04 214725000-0500:1.0,2.00028184144,1
:2016-07-04 214726000-0500:1.0,1.94996040077,1
:2016-07-04 214727000-0500:1.0,2.0898614502,1
:2016-07-04 214728000-0500:1.0,2.02975814991,1
:2016-07-04 214729000-0500:1.0,2.01460830489,1
